"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"HMB Warehouse","$229,950","05/19/2016","2016","97%","Conventional","$7,100","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","$342,000","05/19/2016","2016","95%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"HMB Warehouse","$319,500","05/19/2016","2016","90%","Conventional","$10,350","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","$256,000","05/19/2016","2016","80%","Conventional","$9,600","360","Queens","36081","1 Family","Cooperative","Existing","2"
"HMB Warehouse","$64,700","05/19/2016","2016","83%","Conventional","$0","360","Niagara","36063","1 Family","Detached","Existing","1"
"HMB Warehouse","$171,000","05/19/2016","2016","90%","Conventional","$0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"HMB Warehouse","$134,100","05/19/2016","2016","90%","Conventional","$4,470","360","Suffolk","36103","1 Family","Cooperative","Existing","3"
"HMB Warehouse","$392,000","05/19/2016","2016","80%","Conventional","$0","360","Nassau","36059","1 Family","Detached","Existing","2"
"HMB Warehouse","$220,950","05/19/2016","2016","83%","Conventional","$8,034","360","Westchester","36119","1 Family","Condominium","New","3"
"HMB Warehouse","$105,450","05/19/2016","2016","88.24%","Conventional","$0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"HMB Warehouse","$81,350","05/19/2016","2016","85.63%","Conventional","$2,850","360","Bronx","36005","1 Family","Cooperative","Existing","1"
"HMB Warehouse","$81,600","05/19/2016","2016","80%","Conventional","$4,200","360","Bronx","36005","1 Family","Condominium","Existing","3"
"HMB Warehouse","$264,192","05/19/2016","2016","91.1%","Conventional","$8,880","360","Westchester","36119","1 Family","Condominium","Existing","2"
"HMB Warehouse","$219,900","05/19/2016","2016","79.99%","Conventional","$8,247","360","Westchester","36119","1 Family","Condominium","New","2"
"HMB Warehouse","$329,010","05/19/2016","2016","94%","Conventional","$10,470","360","Queens","36081","1 Family","Detached","Existing","4"
"HMB Warehouse","$47,000","05/19/2016","2016","94%","Conventional","$0","360","Erie","36029","1 Family","Detached","Existing","2"
"HMB Warehouse","$104,500","05/19/2016","2016","95%","Conventional","$3,540","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"HMB Warehouse","$133,999","05/19/2016","2016","97%","Conventional","$4,144","360","Chenango","36017","1 Family","Detached","Existing","4"
"HMB Warehouse","$44,000","05/19/2016","2016","80%","Conventional","$3,000","360","Erie","36029","2 Family","Attached","Existing","6"
"HMB Warehouse","$225,470","05/19/2016","2016","60%","Conventional","$11,338","360","Queens","36081","1 Family","Detached","Existing","3"
"HMB Warehouse","$288,000","05/19/2016","2016","80%","Conventional","$0","360","Nassau","36059","1 Family","Detached","Existing","1"
"HMB Warehouse","$47,000","05/12/2016","2016","87.04%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","$174,500","05/12/2016","2016","97%","Conventional","$5,235","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$113,850","05/12/2016","2016","90%","Conventional","$0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","$102,800","05/12/2016","2016","97%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$97,600","05/12/2016","2016","80%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$141,000","05/12/2016","2016","94.95%","Conventional","$0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","$111,550","05/12/2016","2016","95.75%","Conventional","$3,390","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$243,000","05/12/2016","2016","90%","Conventional","$0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","$494,000","05/12/2016","2016","95%","Conventional","$0","360","Rockland","36087","1 Family","Detached","Existing","4"
"Series 195/196","$258,390","05/12/2016","2016","62.29%","Conventional","$12,444","360","Queens","36081","1 Family","Detached","Rehabilitation","4"
"Series 195/196","$47,000","05/12/2016","2016","96.91%","Conventional","$3,000","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","$299,990","05/12/2016","2016","96.77%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","$232,800","05/12/2016","2016","97%","Conventional","$7,200","360","Dutchess","36027","1 Family","Detached","Existing","3"
"HMB Warehouse","$130,950","05/12/2016","2016","97%","Conventional","$4,050","360","Rockland","36087","1 Family","Condominium","Existing","1"
"HMB Warehouse","$200,000","05/12/2016","2016","93%","Conventional","$6,485","360","Dutchess","36027","1 Family","Detached","Existing","2"
"HMB Warehouse","$37,000","05/12/2016","2016","52%","Conventional","$0","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","$136,000","05/12/2016","2016","85%","Conventional","$0","360","Orange","36071","1 Family","Detached","Existing","3"
"HMB Warehouse","$80,800","05/12/2016","2016","80%","Conventional","$3,030","360","Chautauqua","36013","1 Family","Detached","Existing","2"
"HMB Warehouse","$144,725","05/12/2016","2016","97%","Conventional","$0","360","Ulster","36111","1 Family","Detached","Existing","3"
"HMB Warehouse","$312,505","05/12/2016","2016","71.02%","Conventional","$13,200","360","Queens","36081","1 Family","Detached","Rehabilitation","4"
"HMB Warehouse","$276,000","05/12/2016","2016","80%","Conventional","$10,350","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","$124,000","05/12/2016","2016","80%","Conventional","$0","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"HMB Warehouse","$61,000","05/12/2016","2016","71.76%","Conventional","$0","360","Schenectady","36093","1 Family","Detached","Existing","2"
"HMB Warehouse","$135,800","05/12/2016","2016","97%","Conventional","$4,200","360","Orange","36071","1 Family","Detached","Existing","1"
"HMB Warehouse","$94,905","05/12/2016","2016","95%","Conventional","$0","360","Sullivan","36105","1 Family","Detached","Existing","1"
"HMB Warehouse","$260,000","05/12/2016","2016","91.23%","Conventional","$8,550","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","$200,000","05/12/2016","2016","76.19%","Conventional","$0","360","Nassau","36059","1 Family","Cooperative","Existing","2"
"HMB Warehouse","$297,000","05/12/2016","2016","90%","Conventional","$9,900","360","Suffolk","36103","1 Family","Detached","Existing","3"
"HMB Warehouse","$71,250","05/12/2016","2016","71.25%","Conventional","$0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"HMB Warehouse","$208,000","05/12/2016","2016","80%","Conventional","$0","360","Nassau","36059","1 Family","Detached","Existing","2"
"HMB Warehouse","$264,000","05/12/2016","2016","80%","Conventional","$0","360","Bronx","36005","1 Family","Attached","Existing","1"
"HMB Warehouse","$362,700","05/12/2016","2016","90%","Conventional","$12,090","360","Queens","36081","2 Family","Detached","Existing","1"
"HMB Warehouse","$71,981","05/12/2016","2016","93%","Conventional","$3,000","360","Broome","36007","1 Family","Detached","Existing","1"
"HMB Warehouse","$122,000","05/12/2016","2016","45%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"HMB Warehouse","$113,000","05/12/2016","2016","88%","Conventional","$3,855","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","$103,000","05/12/2016","2016","94%","Conventional","$3,297","360","Monroe","36055","1 Family","PUD","Existing","3"
"HMB Warehouse","$149,865","05/12/2016","2016","97%","Conventional","$4,635","360","Ulster","36111","1 Family","Detached","Existing","1"
"HMB Warehouse","$128,750","05/12/2016","2016","95.37%","Conventional","$4,050","360","Orange","36071","1 Family","Detached","Existing","1"
"HMB Warehouse","$116,300","05/12/2016","2016","86.15%","Conventional","$0","360","Queens","36081","1 Family","Cooperative","Existing","2"
"Series 195/196","$277,600","05/05/2016","2016","80%","Conventional","$10,410","360","Richmond","36085","1 Family","Attached","Existing","3"
"Series 195/196","$270,750","05/05/2016","2016","95%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","$124,500","05/05/2016","2016","95.84%","Conventional","$3,897","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","$161,990","05/05/2016","2016","97%","Conventional","$5,010","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","$235,125","05/05/2016","2016","95%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","$256,500","05/05/2016","2016","90%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","$61,500","05/05/2016","2016","64%","Conventional","$0","360","Rensselaer","36083","1 Family","Detached","Existing","2"
"Series 195/196","$310,650","05/05/2016","2016","95%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","$289,000","05/05/2016","2016","85%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","$189,150","05/05/2016","2016","97%","Conventional","$0","360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 195/196","$198,000","05/05/2016","2016","90%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","$127,580","05/05/2016","2016","95.21%","Conventional","$0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","$92,150","05/05/2016","2016","97%","Conventional","$2,850","360","Broome","36007","1 Family","Detached","Existing","2"
"Series 195/196","$96,900","05/05/2016","2016","95%","Conventional","$3,060","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$304,900","05/05/2016","2016","92%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","$133,000","05/05/2016","2016","95%","Conventional","$0","360","Wayne","36117","1 Family","Detached","Existing","3"
"Series 195/196","$154,800","05/05/2016","2016","90%","Conventional","$0","360","Albany","36001","1 Family","Detached","Existing","3"
"Series 195/196","$93,100","05/05/2016","2016","95%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$198,750","05/05/2016","2016","75%","Conventional","$0","360","Kings","36047","1 Family","Cooperative","Existing","2"
"Series 195/196","$180,000","05/05/2016","2016","76.94%","Conventional","$5,700","360","Nassau","36059","1 Family","Detached","Rehabilitation","2"
"Series 195/196","$138,887","05/05/2016","2016","95.85%","Conventional","$4,347","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","$56,120","05/05/2016","2016","58.46%","Conventional","$0","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","$120,250","05/05/2016","2016","92.5%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","$196,000","05/05/2016","2016","80%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","$410,000","05/05/2016","2016","86%","Conventional","$14,250","360","Kings","36047","2 Family","Attached","Existing","5"
"Series 195/196","$245,000","05/05/2016","2016","89%","Conventional","$0","360","Westchester","36119","1 Family","Detached","Existing","1"
"Series 195/196","$392,670","05/05/2016","2016","97%","Conventional","$12,150","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","$399,882","05/05/2016","2016","97%","Conventional","$0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","$262,500","05/05/2016","2016","73%","Conventional","$0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","$70,000","05/05/2016","2016","70%","Conventional","$0","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 195/196","$100,000","05/05/2016","2016","80%","Conventional","$0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","$111,150","05/05/2016","2016","95%","Conventional","$3,510","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","$178,353","05/05/2016","2016","96%","Conventional","$5,697","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","$209,000","05/05/2016","2016","95%","Conventional","$6,600","360","Rockland","36087","1 Family","PUD","Existing","2"
"Series 195/196","$224,900","05/05/2016","2016","79%","Conventional","$0","360","Westchester","36119","1 Family","Condominium","New","1"
"HMB Warehouse","$301,500","05/05/2016","2016","90%","Conventional","$10,050","360","Westchester","36119","1 Family","Attached","Existing","5"
"HMB Warehouse","$100,600","05/05/2016","2016","95%","Conventional","$0","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","$293,200","05/05/2016","2016","80%","Conventional","$10,995","360","Suffolk","36103","1 Family","Detached","Existing","3"
"HMB Warehouse","$265,050","05/05/2016","2016","95%","Conventional","$8,370","360","Suffolk","36103","1 Family","Detached","Existing","1"
"HMB Warehouse","$141,240","05/05/2016","2016","78.03%","Conventional","$0","360","Queens","36081","1 Family","Cooperative","Existing","3"
"HMB Warehouse","$224,000","05/05/2016","2016","80%","Conventional","$8,400","360","Bronx","36005","1 Family","Attached","Existing","3"
"Series 195/196","$185,350","04/28/2016","2016","58%","Conventional","$9,615","360","Richmond","36085","1 Family","Detached","Existing","4"
"Series 195/196","$312,340","04/28/2016","2016","97%","Conventional","$9,660","360","Dutchess","36027","1 Family","Detached","Existing","4"
"Series 195/196","$100,000","04/28/2016","2016","75.19%","Conventional","$0","360","Ulster","36111","1 Family","Detached","Existing","2"
"Series 195/196","$120,000","04/28/2016","2016","96%","Conventional","$0","360","Rensselaer","36083","2 Family","Detached","Existing","1"
"Series 195/196","$116,300","04/28/2016","2016","97%","Conventional","$3,597","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","$218,250","04/28/2016","2016","97%","Conventional","$0","360","Saratoga","36091","2 Family","Detached","Existing","1"
"Series 195/196","$147,925","04/28/2016","2016","97%","Conventional","$0","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","$97,970","04/28/2016","2016","97%","Conventional","$3,000","360","Erie","36029","2 Family","Attached","Existing","1"
"Series 195/196","$162,710","04/28/2016","2016","95.71%","Conventional","$5,100","360","Schenectady","36093","1 Family","Detached","Existing","2"
